WSPD,WVHT
5.6,0.85
5.5,99
5.4,99
5.7,0.84
5.3,99
5.5,99
5.8,0.84
6,99
6.1,99
5.8,0.88
6.1,99
6.3,99
6.3,0.9
6,99
6.5,99
6.6,0.83
6.4,99
6.6,99
6.5,0.93
6.7,99
7.2,99
7,0.9
6.5,99
7.3,99
7.3,0.94
6.8,99
7.5,99
7.8,0.99
7.4,99
7.6,99
7.7,1.08
7.8,99
8,99
8.1,1.02
8.1,99
7.7,99
7.5,1.17
8,99
7.4,99
7.8,1.11
7.6,99
7.5,99
7.4,1.23
7.4,99
7.6,99
7.1,1.29
7.4,99
6.9,99
7.3,1.22
7.2,99
7.3,99
7.1,1.36
6.9,99
7.1,99
7.5,1.37
7.7,99
7.3,99
7.1,1.4
7.1,99
7.4,99
6.3,1.4
6.2,99
6.4,99
6.1,1.54
6.3,99
5.7,99
5.3,1.4
5.3,99
5.4,99
5.3,1.35
5.1,99
4.6,99
4.1,1.49
4.1,99
4.2,99
3.9,1.36
3.4,99
3.4,99
3.4,1.34
3.3,99
4.1,99
4.4,1.43
4.3,99
4.2,99
4.1,99
4,99
4,99
3.9,1.38
4.1,99
4,99
4.1,1.37
4.1,99
4.1,99
4,1.38
3.8,99
4.1,99
4.1,1.33
4.5,99
5,99
5.5,1.32
5,99
4.8,99
4.9,1.33
5.4,99
5.4,99
5.5,1.25
5.7,99
5.2,99
5.4,1.34
5.6,99
5.3,99
5,1.16
5.2,99
5,99
4.7,1.21
4.9,99
5.3,99
5.2,1.22
5.3,99
5.5,99
5.5,1.21
5.9,99
5.7,99
5.6,1.31
5.3,99
5.5,99
6.1,1.21
6.1,99
6.6,99
6.6,1.38
6.5,99
7,99
6.7,1.35
7,99
7.9,99
7.7,1.38
7.8,99
7.7,99
7.8,1.51
7.5,99
7.2,99
7.6,1.54
7.5,99
7.6,99
8.1,1.52
7.9,99
7.9,99
8,1.66
7.6,99
7.9,99
7.5,1.65
8.2,99
7.7,99
7.6,1.6
7.5,99
8,99
8.2,1.65
8.1,99
7.9,99
8.3,1.79
7.4,99
7.6,99
7.4,1.85
7.8,99
7.9,99
8,1.85
7.8,99
7.5,99
7.5,1.78
7.4,99
7.1,99
7.5,2.05
7.6,99
7.2,99
7.7,2.08
7.7,99
7.3,99
6.7,2.04
7.3,99
7.2,99
7.2,2.05
7.1,99
7.5,99
7.7,2.01
7.2,99
7.2,99
8.1,2.11
8.2,99
7.9,99
7.5,2.06
7.5,99
7.7,99
7.6,1.86
7.5,99
7.6,99
7.4,2.06
7.1,99
7.3,99
7.3,2.17
6.7,99
6.3,99
6.5,2.1
6.6,99
6.8,99
6.5,2.08
6.2,99
6.3,99
6.1,1.84
6.2,99
5.7,99
5.1,2.12
4.9,99
5.5,99
6.3,2.02
6,99
5.9,99
5.8,1.85
5.3,99
4.9,99
4.7,1.97
5,99
4.7,99
4.3,1.94
4.4,99
4.7,99
5,2.12
5.3,99
5.3,99
5.8,2.1
5.8,99
5.9,99
6,2.06
6,99
6,99
5.6,2.04
5.4,99
5.1,99
4.8,1.82
5.2,99
5.3,99
5.3,1.92
5.6,99
5.3,99
5.5,1.89
5.7,99
5.5,99
5.9,1.89
6.3,99
6.1,99
6.3,1.84
5.8,99
5.9,99
6.1,1.94
6.3,99
6.1,99
5.9,2.02
5.7,99
5.8,99
5.5,1.75
5.8,99
6.1,99
6.6,1.91
6.2,99
6.8,99
7.2,1.78
7,99
6.5,99
7.1,1.91
7.5,99
7.3,99
8,1.99
8.4,99
8.3,99
7.8,1.88
8.1,99
8.2,99
8.2,1.92
8.2,99
8,99
8,1.99
7.9,99
8.3,99
8.3,1.96
7.7,99
8,99
8,2.16
8.6,99
8.2,99
8.1,2.13
7.9,99
7.5,99
8.2,1.92
8,99
7.4,99
7.5,2.09
7.8,99
7.9,99
7.4,1.95
7.6,99
7.9,99
7.4,1.94
7.5,99
7.4,99
7.7,1.91
7.4,99
7.1,99
6.9,2.1
7.5,99
7.2,99
7.3,1.98
7.1,99
6.8,99
6.7,2.01
6.6,99
6.8,99
7.1,1.87
7.3,99
6.7,99
7.1,1.77
7.5,99
8,99
7.7,1.91
7.8,99
7.4,99
7.3,1.91
7.5,99
7.7,99
8.3,2.06
8.1,99
7.9,99
8,2.1
8.2,99
8.3,99
7.8,2.14
7.9,99
7.8,99
7.2,2.21
7.4,99
7.6,99
7.1,2.09
6.8,99
6.5,99
6.5,2.38
6.2,99
5.9,99
5.3,2.13
5.4,99
5.1,99
5.1,2.21
5.5,99
4.9,99
4.1,2.13
4.2,99
4.1,99
3.8,2.21
4,99
4,99
4.1,2.19
4.3,99
4.7,99
6.1,2.21
7.4,99
6.5,99
6.2,2.01
5.5,99
5.6,99
5.2,2.27
4.5,99
4.5,99
4.1,2.31
3.1,99
3.8,99
4,2.2
3.4,99
3.1,99
3.7,1.99
4.1,99
4.3,99
4.5,2.17
4.3,99
4.3,99
4.4,2.06
4.1,99
3.9,99
4.2,2.03
3.7,99
3.9,99
4.3,1.99
4.1,99
4.6,99
4.3,2.05
4.2,99
4.3,99
4.2,1.88
4.3,99
4.3,99
4.4,2.07
4.8,99
4.9,99
5,1.96
4.8,99
5.1,99
5.2,1.89
5,99
5.4,99
5.8,1.78
5.9,99
6.4,99
6.4,1.88
6.5,99
6,99
5.5,1.86
5.5,99
5.7,99
6,1.9
5.8,99
5.9,99
6.1,1.75
5.9,99
5.7,99
6.2,1.76
6,99
5.9,99
5.7,1.89
5.8,99
6.3,99
6.3,1.79
5.7,99
5.2,99
5,1.93
4.6,99
4.7,99
5.1,1.98
5.4,99
5.6,99
6,1.86
5.8,99
5.5,99
5.4,2.04
5.2,99
5.7,99
5.8,2
5.6,99
5.2,99
5.4,1.78
5.4,99
5,99
5.2,1.95
5.2,99
4.8,99
4.7,1.85
4.7,99
4.8,99
4.7,2.02
4.8,99
4.8,99
5.1,2.06
5.4,99
5.3,99
4.7,2.03
4.6,99
5.2,99
4.5,2.14
4.2,99
4.4,99
4.5,1.89
4.5,99
4.8,99
4,1.95
3.7,99
3.8,99
3.6,1.98
3.1,99
2.8,99
2.5,1.85
2.6,99
3.2,99
3,1.91
2.8,99
2.9,99
3.4,1.95
3.4,99
3.1,99
3.5,1.8
3.5,99
3.1,99
3.5,1.91
3.6,99
3,99
3,1.7
3.1,99
3.3,99
3,1.78
3.7,99
4.3,99
4.4,1.74
4.6,99
4.7,99
4.8,1.67
5.2,99
5.1,99
5.2,1.81
5,99
4.8,99
4.3,1.57
3.5,99
3.3,99
3.1,1.45
3.2,99
3.2,99
3.1,1.55
3,99
2.7,99
2.6,1.58
2.8,99
3.2,99
3.1,1.58
2.9,99
3.3,99
3.1,1.49
3,99
2.8,99
2.7,1.55
2.9,99
3,99
3,1.41
2.7,99
2.7,99
2.5,1.38
2.2,99
1.9,99
1.7,1.45
1.1,99
1.5,99
1.5,1.36
1.4,99
1.3,99
1.5,1.24
1.5,99
1.5,99
1.8,1.31
2,99
2.3,99
2.4,1.38
2.6,99
2.9,99
3,1.32
3.6,99
3.7,99
3.2,1.26
2.9,99
3.1,99
2.6,1.27
2.9,99
3,99
3.1,1.2
2.5,99
2.5,99
2,1.2
1.6,99
2.1,99
2.1,1.16
2,99
2.5,99
2,1.23
1.9,99
2,99
2.5,1.12
3,99
3.8,99
4,1.22
4.1,99
4.3,99
4.1,1.23
4,99
4.3,99
4.3,1.19
4.2,99
4.4,99
4.4,1.27
4.3,99
4,99
3.6,1.21
4.5,99
5.1,99
5.8,1.29
4.9,99
4.4,99
4.8,1.33
4.3,99
4,99
3.9,1.31
4.2,99
3.9,99
3.8,1.16
4.1,99
4.2,99
4,1.24
3.4,99
3.4,99
3.6,1.22
3.8,99
3.6,99
3.7,1.12
3.6,99
4,99
4,1.17
4.1,99
4.2,99
4.1,1.18
4,99
4.1,99
4.3,1.11
4.4,99
4.1,99
4.1,1.16
4,99
3.5,99
3.5,1.09
3.6,99
3.5,99
3.6,1.14
3.8,99
3.9,99
4,1.16
3.9,99
4,99
3.6,1.1
3.6,99
3.3,99
3.4,1.05
3.2,99
3.1,99
3.1,1.14
2.9,99
2.7,99
2.7,1.1
2.4,99
2.7,99
2.7,1.07
2.9,99
2.9,99
3.1,1.1
3.2,99
3.5,99
3.9,1.1
4.1,99
4.1,99
3.8,1.09
3.7,99
3.7,99
3.7,1.17
3.6,99
3.7,99
3.5,1.18
3.6,99
3.5,99
3.3,1.1
3.8,99
3.7,99
3.8,1.18
4.1,99
3.8,99
3.9,1.09
4,99
3.8,99
3.5,1.11
3.9,99
3.8,99
3.8,1.09
3.7,99
3.7,99
3.4,1.11
3.5,99
3.6,99
3.6,1.17
3.7,99
3.9,99
4.2,1.05
4,99
3.9,99
3.9,1.14
3.8,99
3.8,99
3.9,1.12
3.8,99
4,99
3.9,1.11
3.9,99
4.3,99
4.3,1.07
4.3,99
4.5,99
4.7,0.92
4.3,99
4.5,99
4.4,0.99
4.5,99
4.3,99
4.2,0.99
4.2,99
3.9,99
4.1,1
4.1,99
3.9,99
3.8,0.96
3.8,99
3.4,99
3.6,0.93
3.6,99
3.7,99
3.4,0.94
3.8,99
3.7,99
3.5,1.01
3.4,99
3.3,99
3.1,0.91
3.1,99
3,99
3.4,0.92
3.6,99
3.2,99
3.5,0.8
4.2,99
5.3,99
5.8,0.97
5.4,99
5.3,99
5.2,0.97
5.2,99
5.6,99
5.1,0.92
5,99
4.5,99
4.4,0.88
4.3,99
4.2,99
4.5,0.92
5.2,99
5.5,99
5.5,0.86
5.6,99
6.2,99
6.3,0.94
6.4,99
6.3,99
6,0.98
5.9,99
5.9,99
6.2,1
5.9,99
6.1,99
6.4,0.97
6.1,99
5.5,99
5.3,1.07
5.1,99
5.4,99
5.5,1.11
5.1,99
5.5,99
5,1.05
4.5,99
4.2,99
4.5,1.13
4.7,99
4.4,99
3.9,1.02
3.9,99
4.1,99
3.7,1.09
3.1,99
3.2,99
3.4,1.06
3.7,99
3.8,99
4,1.16
4,99
4.1,99
4.1,1.18
4.1,99
4.2,99
4.5,1.17
4.4,99
4.6,99
4.9,1.17
5.2,99
4.8,99
5,1.18
5.2,99
5.3,99
5.4,1.21
5.1,99
5,99
5,1.2
4.6,99
4.5,99
4.3,1.14
4.8,99
4.9,99
4.7,1.23
4.8,99
5.2,99
5.2,1.22
5.4,99
5.3,99
5.5,1.12
4.9,99
5.1,99
5.4,1.21
5.2,99
5.6,99
5.6,1.16
5.8,99
5.8,99
5.6,1.11
5.5,99
5.4,99
5.4,99
5.5,99
5.4,99
5,1.15
4.9,99
4.8,99
4.9,1.13
5.2,99
5,99
5.4,1.05
5.1,99
5.2,99
5.1,1.04
4.7,99
4.7,99
4.7,1.02
4.8,99
5.3,99
5.7,1.02
5.7,99
6,99
5.7,0.93
5.8,99
5.5,99
5.4,0.93
5.6,99
5.8,99
5.9,1
5.8,99
5.9,99
5.9,1.04
6.1,99
6.1,99
6.2,1.02
6.2,99
6.6,99
6.3,1.07
6.9,99
7.2,99
6.9,1.1
7.6,99
7.9,99
7.7,1.18
7.2,99
7.7,99
8.7,1.15
8.2,99
7.5,99
7.4,1.13
7.4,99
7.2,99
6.6,1.27
6.9,99
7.3,99
6.9,1.16
7.1,99
6.7,99
6.7,1.32
6.8,99
7.1,99
7.1,1.24
7.6,99
7.8,99
7.4,1.3
7.4,99
7.8,99
7.1,1.35
7.4,99
7.4,99
7.4,1.42
7.1,99
7.1,99
7.5,1.49
7,99
6.8,99
7,1.54
6.3,99
6.2,99
5.6,1.45
6.2,99
6.2,99
6.2,1.56
6.1,99
6,99
5.8,1.41
5.5,99
5.5,99
5.9,1.38
5.9,99
6.1,99
5.7,1.46
5.4,99
5.7,99
6.6,1.49
5.8,99
5.1,99
5.3,1.38
5.4,99
5.3,99
5.1,1.41
4.6,99
4.4,99
4.5,1.52
4.7,99
4.4,99
4.2,1.44
4.5,99
4.5,99
4.2,1.4
4,99
3.9,99
4.1,1.45
4.3,99
4.4,99
4.3,1.36
4.1,99
4.2,99
4.5,1.31
4.4,99
4.6,99
4.2,1.4
4.2,99
3.8,99
3.8,1.24
4.1,99
4,99
4.5,1.28
4.3,99
3.9,99
3.9,1.27
3.9,99
3.6,99
3.8,1.23
3.9,99
3.5,99
3.4,1.2
3.4,99
3.4,99
3.6,1.17
3.6,99
3.6,99
3.8,1.2
4.1,99
4.1,99
4.2,1.22
4.2,99
4,99
3.9,1.16
4.1,99
4.2,99
3.9,1.17
3.4,99
3.3,99
3.4,1.16
3.3,99
3.8,99
4.2,1.11
4.3,99
4.5,99
4.6,1.1
4.6,99
4.6,99
5.6,1.16
6.1,99
6.1,99
6.3,1.17
5.8,99
6.2,99
6.5,1.11
6.5,99
6.4,99
6.4,1.22
6.4,99
6.5,99
6.5,1.16
6.9,99
7,99
6.9,1.21
6.7,99
6.8,99
7,1.25
6.9,99
6.5,99
6.8,1.25
7,99
7,99
7.1,1.28
6.9,99
7.1,99
7.4,1.31
8.1,99
7.7,99
7.8,1.28
7.5,99
8,99
7.6,1.39
7.7,99
7.6,99
7.5,1.33
7.4,99
7.1,99
7.3,1.41
6.8,99
6.8,99
6.7,1.39
6.5,99
6.6,99
6,1.36
6.4,99
6.4,99
6.7,1.28
6.6,99
6.4,99
5.8,1.36
5.6,99
5.3,99
5,1.34
5.1,99
5.3,99
5.7,1.2
5.6,99
5.3,99
5.3,1.22
5,99
5.5,99
5.5,1.19
5.8,99
5.8,99
5.6,1.12
5.9,99
5,99
5.4,1.15
5.1,99
4.9,99
4.9,1.09
5.4,99
5.6,99
5.5,1.23
5.2,99
4.9,99
4.7,1.13
4.4,99
4.3,99
4.1,1.19
4.3,99
4.3,99
3.9,1.2
3.5,99
3.6,99
3.4,1.2
3.2,99
3.4,99
3.5,1.03
3.2,99
2.9,99
3.2,1.09
3,99
3.7,99
3.5,1.24
3.4,99
3.3,99
3.7,1.13
3.6,99
3.5,99
3.6,1.08
3.6,99
3.9,99
4.2,1.15
4.2,99
4.2,99
4.1,1.07
3.9,99
3.6,99
3.4,1.1
3.3,99
3.1,99
3,1.14
3.2,99
2.8,99
2.7,1.08
3.1,99
3,99
3.6,1.08
3.8,99
3.5,99
3.1,1.17
2.9,99
3.2,99
3.6,1.13
3.9,99
4,99
3.5,1.08
3,99
2.3,99
2.7,1.15
2.6,99
2.3,99
2.2,1.16
2,99
1.9,99
2,1.15
2.3,99
2.4,99
3.2,1.14
3.6,99
4.1,99
4.3,1.11
4.3,99
4.3,99
4.1,1.09
4.1,99
4.5,99
4.9,1.21
5,99
4.9,99
5,1.27
4.8,99
5,99
4.7,1.15
4.8,99
4.8,99
3.9,1.19
3.9,99
3.8,99
4.5,1.16
4.7,99
4.9,99
4.8,1.13
4.9,99
5.1,99
4.9,1.15
4.8,99
4.4,99
4,1.15
3.6,99
4,99
3.8,1.14
3.6,99
3.6,99
3.3,1.11
3.4,99
3.7,99
3.7,1.13
4.3,99
4.3,99
4.1,1.14
4.6,99
4.7,99
4.7,1.09
4.5,99
4.6,99
4.7,1.15
4.1,99
3.7,99
3.9,1.09
3.9,99
4,99
4.3,1.02
4.3,99
4.4,99
4.1,1.05
4.2,99
4.1,99
3.7,1.09
3.9,99
4.1,99
4.1,1.06
4,99
4,99
3.9,1.12
3.6,99
4,99
4.1,1.19
3.7,99
3.4,99
3.3,1.17
2.9,99
3.1,99
2.7,1.14
2.7,99
2.5,99
2.4,1.09
2.5,99
2.8,99
3.2,1.09
3.4,99
3.2,99
2.9,1.05
3.1,99
3,99
2.9,1
3,99
3.4,99
3.3,0.97
3.3,99
3.2,99
3.6,0.94
3.7,99
3.3,99
3.2,0.87
3.4,99
3.4,99
3.7,0.93
4,99
4,99
4.1,0.86
4.2,99
3.7,99
3.9,0.96
3.7,99
4,99
3.8,0.87
3.6,99
3.6,99
3.6,0.88
3.7,99
3.9,99
3.6,0.84
3.3,99
3.8,99
3.7,0.85
3.9,99
3.9,99
3.9,0.89
3.6,99
3.5,99
3.2,0.87
3.4,99
3.3,99
3.7,0.82
3.7,99
3.9,99
4.1,0.85
4.6,99
5.2,99
5,0.9
5.2,99
5,99
4.7,0.9
4.2,99
4.3,99
4.4,0.95
4.3,99
4.1,99
4.2,0.93
4.1,99
4.5,99
4.1,0.95
4.1,99
4,99
3.8,0.92
3.9,99
4,99
3.9,0.88
3.4,99
3.4,99
3.4,0.92
3.4,99
3.5,99
3.5,0.9
3.1,99
3.1,99
2.9,0.9
3.1,99
3,99
3.2,0.95
2.9,99
3.3,99
3.7,0.82
4.4,99
4.3,99
4.3,0.79
4.5,99
4.7,99
4.5,0.79
4.6,99
4.4,99
4.7,0.8
4.7,99
4.9,99
4.3,0.79
4.5,99
4.5,99
4.1,0.8
3.9,99
4,99
3.8,0.76
3.7,99
3.8,99
4.1,0.77
4.1,99
3.9,99
3.9,0.75
4,99
3.8,99
3.8,0.73
4.1,99
4.2,99
4.1,0.75
4.2,99
4.2,99
4.1,0.69
4.5,99
4.2,99
4.4,0.65
4.5,99
4.3,99
4.2,0.63
4.1,99
4.3,99
4.3,0.64
4.2,99
4.1,99
4.6,0.63
4.1,99
4.1,99
4,0.61
4.1,99
4,99
3.7,0.62
3.8,99
3.6,99
3.5,0.6
3.7,99
3.1,99
3.1,0.63
2.8,99
2.9,99
2.7,0.63
2.6,99
2.6,99
2.9,0.59
2.8,99
2.7,99
2.3,0.57
2,99
1.7,99
1.7,0.52
1.3,99
1.2,99
1.4,0.53
1.8,99
1.6,99
1.8,0.54
1.7,99
1.8,99
1.8,0.55
1.6,99
2.3,99
2.2,0.49
2.3,99
2.5,99
2.7,0.51
2.2,99
2.5,99
2.3,0.5
2.1,99
1.7,99
2.1,0.5
1.3,99
1.1,99
1.4,0.52
1.3,99
1.8,99
1.8,0.49
1.5,99
1.8,99
1.3,0.5
1.8,99
1.6,99
2,0.51
2,99
2.4,99
2.4,0.52
2.4,99
1.8,99
2.3,0.52
2.1,99
2.2,99
2.7,0.52
2.7,99
2.7,99
2.8,0.49
3.7,99
4.1,99
3.9,0.52
4.4,99
4.3,99
4,0.52
3.8,99
3.9,99
4.2,0.52
4,99
4.5,99
5.1,0.49
4.9,99
4.6,99
5.2,0.51
5.2,99
5,99
4.6,0.54
4.6,99
4.5,99
4.4,0.55
4.3,99
4.2,99
4.2,0.54
4,99
3.8,99
3.9,0.54
4,99
4.3,99
3.7,0.52
3.4,99
3.3,99
3.7,0.57
4,99
4.3,99
4.3,0.55
4,99
3.8,99
3.9,0.55
3.6,99
3.5,99
3.7,0.6
4,99
3.9,99
5.1,0.63
4.5,99
3.9,99
3.5,0.63
3.1,99
3.4,99
3.5,0.61
3.5,99
3.4,99
3.4,0.62
3.4,99
3.9,99
3.7,0.58
4.1,99
4.3,99
4,0.55
3.9,99
3.7,99
3.6,0.56
4.1,99
4.1,99
4.1,0.59
4.6,99
4.8,99
4.3,0.58
4.2,99
3.7,99
3.3,0.59
4.6,99
4.6,99
4.6,0.6
4.7,99
5,99
4.7,0.62
4.5,99
4.8,99
4.4,0.66
4.3,99
4.3,99
4.1,0.67
4.1,99
4.8,99
4.9,0.72
5.2,99
4.8,99
4.8,0.7
5,99
5.3,99
5.2,0.72
6,99
5.7,99
6.1,0.74
5.6,99
5.5,99
5.4,0.74
5.6,99
5.7,99
5.3,0.76
5.8,99
6.1,99
6,0.77
6.3,99
5.8,99
5.8,0.75
5.5,99
5.6,99
5.6,0.78
5.7,99
5.7,99
5.6,0.82
5.7,99
5.8,99
5.5,0.79
5.6,99
5.4,99
5.3,0.77
5.6,99
5.3,99
5.4,0.81
5.6,99
5.7,99
5.9,0.78
6.1,99
6.1,99
6.5,0.76
6.2,99
6,99
6.1,0.75
6.1,99
5.9,99
5.8,0.76
5.9,99
5.9,99
5.8,0.83
5.7,99
5.7,99
5.7,0.78
5.8,99
6.4,99
6.2,0.75
6.4,99
7,99
6.6,0.76
6.4,99
6.7,99
6.6,0.8
6.8,99
6.9,99
6.2,0.82
6.5,99
6.1,99
6.1,0.89
5.7,99
5.4,99
6.6,0.86
6.7,99
6.3,99
6.4,0.83
7.1,99
7.3,99
7.2,0.87
7,99
6.9,99
6.5,0.94
6.9,99
7,99
6.9,0.87
7.5,99
6.9,99
6.8,0.98
6.6,99
6.6,99
6.8,0.9
6.7,99
7.1,99
7,0.93
6.9,99
7.1,99
6.6,0.99
6.6,99
6.5,99
6.1,0.97
6.3,99
6,99
6.5,1.02
6.5,99
6.5,99
6.2,0.88
6.7,99
6.3,99
6,1.1
5.5,99
6.1,99
6.5,0.97
6.6,99
6.5,99
6.4,0.99
6.6,99
6.6,99
6.7,0.99
6.6,99
6.8,99
6.9,1
7.2,99
7,99
7.1,0.98
7.1,99
7,99
7.3,0.99
6.9,99
7.5,99
6.8,1.08
7.1,99
6.8,99
7.1,1.07
7.1,99
7,99
6.2,1.05
5.8,99
6.1,99
6,1
6.1,99
5.8,99
5.3,1.04
5.3,99
5,99
4.9,1.08
4.6,99
4.8,99
4.9,1.08
5.2,99
5.3,99
5.4,1.04
5.1,99
5.4,99
5.9,1.08
6.6,99
6.6,99
6.5,1.08
6,99
6.2,99
5.8,0.96
5.3,99
5.5,99
5.2,1.08
5.6,99
5.4,99
5,1.09
4.9,99
5,99
5.3,1
5.4,99
5.2,99
5.4,1
5.2,99
5.4,99
5.8,1.02
6,99
6,99
6.3,1.02
6.3,99
6.4,99
6.3,1.07
6,99
5.5,99
5.3,1
5.1,99
5.1,99
5.3,0.99
5.2,99
4.9,99
5.1,1.08
5.1,99
4.8,99
4.7,1.04
5.3,99
5.3,99
5.4,1.05
5.4,99
5.3,99
5.2,1.04
5.2,99
5.5,99
5.5,1.03
5.5,99
5.5,99
5.4,1.04
5.7,99
6,99
6.1,1.06
6.2,99
6.3,99
6.4,0.96
6,99
5.9,99
6.3,1.06
6.5,99
6.1,99
6.1,1
6,99
6.6,99
6.8,1.03
6.9,99
7.2,99
6.8,1.05
7.2,99
6.9,99
7.2,1.1
7.1,99
6.7,99
6.9,1.05
6.8,99
7.1,99
6.8,1.15
7.4,99
7.3,99
7.9,1.09
7.6,99
7.3,99
7.4,1.26
7.1,99
7.9,99
7.5,1.27
7.3,99
7.3,99
7.8,1.24
7.7,99
7.9,99
8.3,1.26
7.8,99
7.7,99
8.1,1.41
7.8,99
8.5,99
8.2,1.4
8.7,99
8.2,99
7.8,1.41
7.9,99
8,99
8,1.36
7.9,99
8.3,99
8.4,1.36
8.1,99
8.2,99
8.3,1.51
8.9,99
8.5,99
8.5,99
8.5,99
8.5,99
8.7,1.44
8,99
7.8,99
8.3,1.49
8,99
8.7,99
8.5,1.62
7.9,99
7.9,99
8.4,1.53
8.4,99
7.8,99
7.4,1.4
7.5,99
7.8,99
6.9,1.54
6.9,99
6.8,99
6.5,1.49
6.6,99
6.8,99
6.6,1.42
6.5,99
6.4,99
6.3,1.46
5.9,99
5.7,99
5.6,1.54
5.5,99
5.6,99
5.4,1.54
5.3,99
5.4,99
5.4,1.39
5.7,99
5.3,99
5.6,1.53
6,99
5.7,99
5.2,1.38
5.4,99
5.2,99
5,1.48
4.7,99
4.4,99
4.1,1.42
4,99
3.7,99
3.9,1.4
4.3,99
4.4,99
4.4,1.36
3.6,99
3.5,99
3.5,1.36
3.7,99
3.5,99
3.4,1.37
3.7,99
3.5,99
3.7,1.22
3.7,99
3.5,99
3.4,1.32
3.8,99
3.5,99
3.5,1.2
3.4,99
3.4,99
3.5,1.16
3.3,99
3.2,99
3.4,1.17
3.7,99
3.7,99
3.9,1.11
3.9,99
4.2,99
4.5,1.05
4.9,99
4.8,99
4.9,1.13
5.1,99
4.8,99
4.5,1.08
4.8,99
6.3,99
6.6,1.13
6.4,99
6.8,99
7.4,1.16
7.5,99
7.4,99
7.8,1.1
8.1,99
7.8,99
8,1.15
7.7,99
7.5,99
7.2,1.21
7.5,99
7.7,99
7.8,1.17
7.9,99
7.5,99
7.4,1.14
7.2,99
7.2,99
7,1.22
7.2,99
7.2,99
7.4,1.16
7.3,99
7.6,99
7.2,1.25
7.6,99
7.8,99
7.7,1.21
7.4,99
7.1,99
7,1.16
7.2,99
6.9,99
6.8,1.22
7.1,99
7.1,99
7.4,1.19
6.8,99
6.9,99
6.4,1.19
6.1,99
5.7,99
5.9,1.24
5.5,99
5.7,99
5.5,1.16
5.5,99
5.8,99
6,1.13
6.2,99
6.4,99
5.8,1.13
5.7,99
5.5,99
5.5,1.07
5.2,99
4.7,99
4.5,1.05
4.4,99
4.8,99
4.9,1.07
4.4,99
4.2,99
4.2,1.09
4.7,99
4.1,99
5,1.14
5.5,99
5.4,99
5.2,1.15
5.4,99
5.3,99
5.6,1.11
5.5,99
5.4,99
5.2,1.08
4.6,99
4.5,99
4.1,1.15
4,99
3.7,99
3.6,1.12
3.6,99
3.5,99
3.3,1.14
3.4,99
3.4,99
3.5,1.11
4,99
4.9,99
4,1.11
3.4,99
2.7,99
2.2,1.25
2.4,99
4.3,99
5.6,1.18
5.3,99
5.7,99
5.1,1.08
5.3,99
4.9,99
4.9,1.09
5.4,99
5.2,99
4.7,1.15
4.6,99
4.4,99
4.5,1.17
4.4,99
4.7,99
4.4,1.03
4,99
4.2,99
4,1.17
4.1,99
4.3,99
4.9,1.12
5.1,99
4.7,99
4.4,1.06
3.9,99
3.9,99
3.7,1.1
3.3,99
3.5,99
4.1,1.1
4.3,99
4.1,99
4.3,1.03
4.3,99
4.4,99
4.1,1
4,99
3.7,99
4.3,1.04
5.4,99
5.2,99
5.2,0.99
5.1,99
5,99
4.6,0.95
4.6,99
4.8,99
4.4,0.96
4.7,99
4.8,99
4.4,1.12
4.3,99
4.5,99
4.4,0.93
4,99
3.6,99
3.6,1.04
3.2,99
3.3,99
3.2,1.02
2.7,99
2.8,99
2.8,1.04
3,99
2.6,99
2.7,0.98
3.1,99
3.2,99
3.4,0.99
3.2,99
3.4,99
3.2,0.94
3.4,99
3.3,99
3.1,0.97
3.3,99
3.6,99
99,99
3.3,99
3.5,99
3.9,0.96
4,99
3.8,99
4,0.9
4.2,99
3.8,99
3.9,0.9
3.9,99
3.8,99
3.8,0.9
3.7,99
4,99
4,0.95
4.4,99
4.2,99
4.1,0.87
4.6,99
4.8,99
5.2,0.93
5.4,99
5.5,99
5.4,0.84
5.6,99
5.8,99
5.7,0.85
5.7,99
5.7,99
5.6,0.83
5.7,99
6,99
6,0.92
5.8,99
5.6,99
5.4,0.95
4.9,99
4.8,99
5.1,0.89
5.3,99
5.9,99
5.4,0.9
5.7,99
6.7,99
8.2,1.04
12,99
10,99
9.2,1.09
8.7,99
8.2,99
7.5,1.15
7.9,99
8.2,99
8.3,1.21
8.3,99
7.7,99
7.8,1.2
7.5,99
7.3,99
7,1.2
7.2,99
7,99
7,1.2
6.6,99
6.1,99
6.2,1.23
6.4,99
6.2,99
5.8,1.26
5.7,99
5.5,99
5.2,1.26
5.6,99
5.6,99
5.5,1.27
5.4,99
5.6,99
5.8,1.28
5.5,99
5.5,99
5.6,1.21
5.7,99
5.6,99
5.5,1.21
5,99
5.2,99
5.8,1.15
5.7,99
6.1,99
6.1,1.2
6,99
6.3,99
6.4,1.15
6.1,99
6.1,99
6.4,1.18
6.5,99
6.7,99
6.5,1.22
6.8,99
6.7,99
7.1,1.12
7,99
6.7,99
6.8,1.14
6.6,99
6.7,99
6.4,1.16
6.2,99
6,99
6.2,1.18
6.2,99
6.3,99
6.2,1.07
5.7,99
6.3,99
5.7,1.04
6,99
6,99
5.4,1.11
4.9,99
4.3,99
4.5,1.06
4.4,99
4.1,99
4.3,1.08
4.3,99
4.5,99
4.7,1.01
4.8,99
4.6,99
4.6,1.03
4.8,99
5,99
4.5,0.95
4.5,99
4.5,99
4.8,0.96
5,99
5.4,99
5.8,0.96
5.6,99
5.1,99
